,boxscore,away_name,away_abbr,away_score,home_name,home_abbr,home_score,winning_name,winning_abbr,losing_name,losing_abbr
3336,200302250POR,Atlanta,ATL,86,Portland,POR,89,Portland,POR,Atlanta,ATL
3337,200302250SAC,Detroit,DET,75,Sacramento,SAC,81,Sacramento,SAC,Detroit,DET
3338,200302250SAS,Miami,MIA,69,San Antonio,SAS,84,San Antonio,SAS,Miami,MIA
3339,200302260BOS,Indiana,IND,69,Boston,BOS,71,Boston,BOS,Indiana,IND
3340,200302260CHI,Toronto,TOR,95,Chicago,CHI,103,Chicago,CHI,Toronto,TOR
3341,200302260DEN,Portland,POR,94,Denver,DEN,84,Portland,POR,Denver,DEN
3342,200302260LAC,Golden State,GSW,108,LA Clippers,LAC,94,Golden State,GSW,LA Clippers,LAC
3343,200302260MIL,Phoenix,PHO,118,Milwaukee,MIL,112,Phoenix,PHO,Milwaukee,MIL
3344,200302260MIN,Utah,UTA,85,Minnesota,MIN,92,Minnesota,MIN,Utah,UTA
3345,200302260NJN,New York,NYK,76,New Jersey,NJN,105,New Jersey,NJN,New York,NYK
3346,200302260NOH,Miami,MIA,82,New Orleans,NOH,91,New Orleans,NOH,Miami,MIA
3347,200302260PHI,Memphis,MEM,107,Philadelphia,PHI,111,Philadelphia,PHI,Memphis,MEM
3348,200302260SEA,Atlanta,ATL,76,Seattle,SEA,93,Seattle,SEA,Atlanta,ATL
3349,200302270DAL,Sacramento,SAC,126,Dallas,DAL,124,Sacramento,SAC,Dallas,DAL
3350,200302270LAL,Detroit,DET,85,LA Lakers,LAL,95,LA Lakers,LAL,Detroit,DET
3351,200302270WAS,Houston,HOU,98,Washington,WAS,100,Washington,WAS,Houston,HOU
3352,200302280BOS,Toronto,TOR,85,Boston,BOS,90,Boston,BOS,Toronto,TOR
3353,200302280CHI,Atlanta,ATL,110,Chicago,CHI,88,Atlanta,ATL,Chicago,CHI
3354,200302280DEN,New Orleans,NOH,94,Denver,DEN,88,New Orleans,NOH,Denver,DEN
3355,200302280IND,Milwaukee,MIL,98,Indiana,IND,107,Indiana,IND,Milwaukee,MIL
3356,200302280MEM,Miami,MIA,116,Memphis,MEM,126,Memphis,MEM,Miami,MIA
3357,200302280MIN,Cleveland,CLE,95,Minnesota,MIN,118,Minnesota,MIN,Cleveland,CLE
3358,200302280NYK,Orlando,ORL,110,New York,NYK,118,New York,NYK,Orlando,ORL
3359,200302280PHI,Utah,UTA,83,Philadelphia,PHI,104,Philadelphia,PHI,Utah,UTA
3360,200302280POR,LA Clippers,LAC,103,Portland,POR,109,Portland,POR,LA Clippers,LAC
3361,200302280SEA,LA Lakers,LAL,90,Seattle,SEA,107,Seattle,SEA,LA Lakers,LAL
3362,200303010DAL,Memphis,MEM,87,Dallas,DAL,114,Dallas,DAL,Memphis,MEM
3363,200303010GSW,Detroit,DET,90,Golden State,GSW,92,Golden State,GSW,Detroit,DET
3364,200303010LAC,Seattle,SEA,109,LA Clippers,LAC,101,Seattle,SEA,LA Clippers,LAC
3365,200303010PHO,New Orleans,NOH,97,Phoenix,PHO,92,New Orleans,NOH,Phoenix,PHO
3366,200303010SAS,Sacramento,SAC,100,San Antonio,SAS,108,San Antonio,SAS,Sacramento,SAC
3367,200303010WAS,Chicago,CHI,93,Washington,WAS,101,Washington,WAS,Chicago,CHI
3368,200303020CLE,Orlando,ORL,102,Cleveland,CLE,76,Orlando,ORL,Cleveland,CLE
3369,200303020DEN,Philadelphia,PHI,100,Denver,DEN,94,Philadelphia,PHI,Denver,DEN
3370,200303020HOU,San Antonio,SAS,97,Houston,HOU,88,San Antonio,SAS,Houston,HOU
3371,200303020MIA,Washington,WAS,83,Miami,MIA,93,Miami,MIA,Washington,WAS
3372,200303020MIL,Atlanta,ATL,93,Milwaukee,MIL,120,Milwaukee,MIL,Atlanta,ATL
3373,200303020MIN,New York,NYK,90,Minnesota,MIN,99,Minnesota,MIN,New York,NYK
3374,200303020NJN,Utah,UTA,91,New Jersey,NJN,90,Utah,UTA,New Jersey,NJN
3375,200303020POR,Detroit,DET,86,Portland,POR,103,Portland,POR,Detroit,DET
3376,200303020TOR,Boston,BOS,92,Toronto,TOR,104,Toronto,TOR,Boston,BOS
3377,200303030CHI,Orlando,ORL,104,Chicago,CHI,89,Orlando,ORL,Chicago,CHI
3378,200303030LAC,New Orleans,NOH,111,LA Clippers,LAC,108,New Orleans,NOH,LA Clippers,LAC
3379,200303030MEM,Boston,BOS,111,Memphis,MEM,110,Boston,BOS,Memphis,MEM
3380,200303030SAC,Philadelphia,PHI,99,Sacramento,SAC,107,Sacramento,SAC,Philadelphia,PHI
3381,200303040ATL,Denver,DEN,86,Atlanta,ATL,92,Atlanta,ATL,Denver,DEN
3382,200303040DAL,New Jersey,NJN,79,Dallas,DAL,88,Dallas,DAL,New Jersey,NJN
3383,200303040DET,Houston,HOU,83,Detroit,DET,96,Detroit,DET,Houston,HOU
3384,200303040GSW,Indiana,IND,100,Golden State,GSW,107,Golden State,GSW,Indiana,IND
3385,200303040MIA,Milwaukee,MIL,100,Miami,MIA,91,Milwaukee,MIL,Miami,MIA
3386,200303040NYK,Cleveland,CLE,80,New York,NYK,89,New York,NYK,Cleveland,CLE
3387,200303040SAS,Phoenix,PHO,104,San Antonio,SAS,97,Phoenix,PHO,San Antonio,SAS
3388,200303040SEA,Minnesota,MIN,83,Seattle,SEA,92,Seattle,SEA,Minnesota,MIN
3389,200303040WAS,Toronto,TOR,89,Washington,WAS,86,Toronto,TOR,Washington,WAS
3390,200303050BOS,New York,NYK,95,Boston,BOS,97,Boston,BOS,New York,NYK
3391,200303050CLE,Atlanta,ATL,111,Cleveland,CLE,105,Atlanta,ATL,Cleveland,CLE
3392,200303050LAL,Indiana,IND,95,LA Lakers,LAL,97,LA Lakers,LAL,Indiana,IND
3393,200303050MEM,Denver,DEN,86,Memphis,MEM,96,Memphis,MEM,Denver,DEN
3394,200303050ORL,Milwaukee,MIL,99,Orlando,ORL,111,Orlando,ORL,Milwaukee,MIL
3395,200303050PHO,Portland,POR,92,Phoenix,PHO,98,Phoenix,PHO,Portland,POR
3396,200303050SAC,Minnesota,MIN,95,Sacramento,SAC,96,Sacramento,SAC,Minnesota,MIN
3397,200303050TOR,Houston,HOU,97,Toronto,TOR,95,Houston,HOU,Toronto,TOR
3398,200303050UTA,Seattle,SEA,83,Utah,UTA,94,Utah,UTA,Seattle,SEA
3399,200303050WAS,LA Clippers,LAC,80,Washington,WAS,99,Washington,WAS,LA Clippers,LAC
3400,200303060CHI,Golden State,GSW,105,Chicago,CHI,119,Chicago,CHI,Golden State,GSW
3401,200303060POR,Philadelphia,PHI,88,Portland,POR,60,Philadelphia,PHI,Portland,POR
3402,200303060SAS,New Jersey,NJN,78,San Antonio,SAS,92,San Antonio,SAS,New Jersey,NJN
3403,200303070BOS,LA Clippers,LAC,72,Boston,BOS,83,Boston,BOS,LA Clippers,LAC
3404,200303070LAL,Minnesota,MIN,96,LA Lakers,LAL,106,LA Lakers,LAL,Minnesota,MIN
3405,200303070MIA,Dallas,DAL,91,Miami,MIA,89,Dallas,DAL,Miami,MIA
3406,200303070NOH,Cleveland,CLE,76,New Orleans,NOH,102,New Orleans,NOH,Cleveland,CLE
3407,200303070ORL,New York,NYK,111,Orlando,ORL,102,New York,NYK,Orlando,ORL
3408,200303070SEA,Philadelphia,PHI,108,Seattle,SEA,99,Philadelphia,PHI,Seattle,SEA
3409,200303070UTA,Sacramento,SAC,108,Utah,UTA,105,Sacramento,SAC,Utah,UTA
3410,200303070WAS,Milwaukee,MIL,85,Washington,WAS,82,Milwaukee,MIL,Washington,WAS
3411,200303080ATL,Toronto,TOR,107,Atlanta,ATL,98,Toronto,TOR,Atlanta,ATL
3412,200303080CHI,LA Clippers,LAC,103,Chicago,CHI,97,LA Clippers,LAC,Chicago,CHI
3413,200303080CLE,Memphis,MEM,115,Cleveland,CLE,89,Memphis,MEM,Cleveland,CLE
3414,200303080DAL,Utah,UTA,77,Dallas,DAL,101,Dallas,DAL,Utah,UTA
3415,200303080HOU,New Jersey,NJN,71,Houston,HOU,83,Houston,HOU,New Jersey,NJN
3416,200303080MIA,Denver,DEN,98,Miami,MIA,92,Denver,DEN,Miami,MIA
3417,200303080MIL,Golden State,GSW,133,Milwaukee,MIL,138,Milwaukee,MIL,Golden State,GSW
3418,200303080POR,Indiana,IND,80,Portland,POR,94,Portland,POR,Indiana,IND
3419,200303090BOS,San Antonio,SAS,94,Boston,BOS,78,San Antonio,SAS,Boston,BOS
3420,200303090DET,Golden State,GSW,105,Detroit,DET,107,Detroit,DET,Golden State,GSW
3421,200303090LAL,Philadelphia,PHI,92,LA Lakers,LAL,106,LA Lakers,LAL,Philadelphia,PHI
3422,200303090NOH,New Jersey,NJN,102,New Orleans,NOH,92,New Jersey,NJN,New Orleans,NOH
3423,200303090NYK,Washington,WAS,96,New York,NYK,97,New York,NYK,Washington,WAS
3424,200303090ORL,Denver,DEN,98,Orlando,ORL,111,Orlando,ORL,Denver,DEN
3425,200303090PHO,Minnesota,MIN,105,Phoenix,PHO,98,Minnesota,MIN,Phoenix,PHO
3426,200303090SAC,Indiana,IND,88,Sacramento,SAC,107,Sacramento,SAC,Indiana,IND
3427,200303090TOR,Memphis,MEM,119,Toronto,TOR,106,Memphis,MEM,Toronto,TOR
3428,200303100ATL,LA Clippers,LAC,86,Atlanta,ATL,95,Atlanta,ATL,LA Clippers,LAC
3429,200303100DAL,Minnesota,MIN,92,Dallas,DAL,83,Minnesota,MIN,Dallas,DAL
3430,200303100MIA,Utah,UTA,83,Miami,MIA,73,Utah,UTA,Miami,MIA
3431,200303110CHI,LA Lakers,LAL,99,Chicago,CHI,116,Chicago,CHI,LA Lakers,LAL
3432,200303110CLE,Miami,MIA,77,Cleveland,CLE,75,Miami,MIA,Cleveland,CLE
3433,200303110DEN,Toronto,TOR,87,Denver,DEN,95,Denver,DEN,Toronto,TOR
3434,200303110GSW,Phoenix,PHO,98,Golden State,GSW,113,Golden State,GSW,Phoenix,PHO
3435,200303110IND,New Orleans,NOH,81,Indiana,IND,71,New Orleans,NOH,Indiana,IND
3436,200303110MIL,San Antonio,SAS,105,Milwaukee,MIL,102,San Antonio,SAS,Milwaukee,MIL
3437,200303110NYK,Memphis,MEM,87,New York,NYK,85,Memphis,MEM,New York,NYK
3438,200303110SEA,Portland,POR,92,Seattle,SEA,77,Portland,POR,Seattle,SEA
3439,200303110WAS,Orlando,ORL,105,Washington,WAS,106,Washington,WAS,Orlando,ORL
3440,200303120ATL,Milwaukee,MIL,92,Atlanta,ATL,111,Atlanta,ATL,Milwaukee,MIL
3441,200303120BOS,New Orleans,NOH,65,Boston,BOS,93,Boston,BOS,New Orleans,NOH
3442,200303120DET,LA Lakers,LAL,88,Detroit,DET,111,Detroit,DET,LA Lakers,LAL
3443,200303120HOU,LA Clippers,LAC,114,Houston,HOU,118,Houston,HOU,LA Clippers,LAC
3444,200303120MEM,Chicago,CHI,95,Memphis,MEM,124,Memphis,MEM,Chicago,CHI
3445,200303120MIN,San Antonio,SAS,111,Minnesota,MIN,99,San Antonio,SAS,Minnesota,MIN
3446,200303120ORL,Utah,UTA,111,Orlando,ORL,108,Utah,UTA,Orlando,ORL
3447,200303120PHI,Indiana,IND,93,Philadelphia,PHI,96,Philadelphia,PHI,Indiana,IND
3448,200303120POR,Toronto,TOR,103,Portland,POR,125,Portland,POR,Toronto,TOR
3449,200303130NJN,Boston,BOS,75,New Jersey,NJN,90,New Jersey,NJN,Boston,BOS
3450,200303130PHO,Sacramento,SAC,84,Phoenix,PHO,109,Phoenix,PHO,Sacramento,SAC
3451,200303130SEA,Dallas,DAL,100,Seattle,SEA,107,Seattle,SEA,Dallas,DAL
3452,200303140ATL,New York,NYK,104,Atlanta,ATL,107,Atlanta,ATL,New York,NYK
3453,200303140DET,Washington,WAS,80,Detroit,DET,90,Detroit,DET,Washington,WAS
3454,200303140GSW,Dallas,DAL,116,Golden State,GSW,114,Dallas,DAL,Golden State,GSW
3455,200303140HOU,Chicago,CHI,91,Houston,HOU,121,Houston,HOU,Chicago,CHI
3456,200303140IND,Utah,UTA,81,Indiana,IND,101,Indiana,IND,Utah,UTA
3457,200303140MIA,New Orleans,NOH,87,Miami,MIA,83,New Orleans,NOH,Miami,MIA
3458,200303140MIN,LA Lakers,LAL,106,Minnesota,MIN,99,LA Lakers,LAL,Minnesota,MIN
3459,200303140PHI,Portland,POR,79,Philadelphia,PHI,90,Philadelphia,PHI,Portland,POR
3460,200303140SAC,Toronto,TOR,84,Sacramento,SAC,119,Sacramento,SAC,Toronto,TOR
3461,200303140SAS,LA Clippers,LAC,96,San Antonio,SAS,107,San Antonio,SAS,LA Clippers,LAC
3462,200303150DET,Boston,BOS,81,Detroit,DET,71,Boston,BOS,Detroit,DET
3463,200303150MIL,LA Lakers,LAL,98,Milwaukee,MIL,94,LA Lakers,LAL,Milwaukee,MIL
3464,200303150ORL,New Orleans,NOH,86,Orlando,ORL,96,Orlando,ORL,New Orleans,NOH
3465,200303150SEA,Golden State,GSW,94,Seattle,SEA,88,Golden State,GSW,Seattle,SEA
3466,200303150WAS,Miami,MIA,82,Washington,WAS,89,Washington,WAS,Miami,MIA
3467,200303160CLE,Utah,UTA,95,Cleveland,CLE,122,Cleveland,CLE,Utah,UTA
3468,200303160DEN,Seattle,SEA,92,Denver,DEN,84,Seattle,SEA,Denver,DEN
3469,200303160HOU,Phoenix,PHO,75,Houston,HOU,85,Houston,HOU,Phoenix,PHO
3470,200303160LAC,Toronto,TOR,110,LA Clippers,LAC,111,LA Clippers,LAC,Toronto,TOR
3471,200303160MEM,Atlanta,ATL,92,Memphis,MEM,124,Memphis,MEM,Atlanta,ATL
3472,200303160MIN,Portland,POR,95,Minnesota,MIN,111,Minnesota,MIN,Portland,POR
3473,200303160NJN,Philadelphia,PHI,92,New Jersey,NJN,87,Philadelphia,PHI,New Jersey,NJN
3474,200303160NYK,Milwaukee,MIL,111,New York,NYK,120,New York,NYK,Milwaukee,MIL
3475,200303160SAC,Dallas,DAL,129,Sacramento,SAC,123,Dallas,DAL,Sacramento,SAC
3476,200303160SAS,Chicago,CHI,97,San Antonio,SAS,108,San Antonio,SAS,Chicago,CHI
3477,200303170IND,Portland,POR,95,Indiana,IND,88,Portland,POR,Indiana,IND
3478,200303170LAC,LA Lakers,LAL,102,LA Clippers,LAC,85,LA Lakers,LAL,LA Clippers,LAC
3479,200303170PHO,Toronto,TOR,91,Phoenix,PHO,95,Phoenix,PHO,Toronto,TOR
3480,200303180BOS,New Jersey,NJN,87,Boston,BOS,74,New Jersey,NJN,Boston,BOS
3481,200303180CHI,Atlanta,ATL,78,Chicago,CHI,103,Chicago,CHI,Atlanta,ATL
3482,200303180DAL,Cleveland,CLE,93,Dallas,DAL,114,Dallas,DAL,Cleveland,CLE
3483,200303180MIA,Philadelphia,PHI,103,Miami,MIA,83,Philadelphia,PHI,Miami,MIA
3484,200303180MIN,Memphis,MEM,80,Minnesota,MIN,96,Minnesota,MIN,Memphis,MEM
3485,200303180SAC,Golden State,GSW,91,Sacramento,SAC,117,Sacramento,SAC,Golden State,GSW
3486,200303180SAS,New York,NYK,105,San Antonio,SAS,97,New York,NYK,San Antonio,SAS
3487,200303180SEA,Houston,HOU,94,Seattle,SEA,100,Seattle,SEA,Houston,HOU
3488,200303180UTA,Denver,DEN,81,Utah,UTA,99,Utah,UTA,Denver,DEN
3489,200303180WAS,Detroit,DET,94,Washington,WAS,90,Detroit,DET,Washington,WAS
3490,200303190GSW,Seattle,SEA,99,Golden State,GSW,105,Golden State,GSW,Seattle,SEA
3491,200303190IND,Boston,BOS,72,Indiana,IND,102,Indiana,IND,Boston,BOS
3492,200303190LAC,Denver,DEN,78,LA Clippers,LAC,91,LA Clippers,LAC,Denver,DEN
3493,200303190MEM,Cleveland,CLE,101,Memphis,MEM,128,Memphis,MEM,Cleveland,CLE
3494,200303190NJN,Milwaukee,MIL,104,New Jersey,NJN,85,Milwaukee,MIL,New Jersey,NJN
3495,200303190NOH,New York,NYK,96,New Orleans,NOH,101,New Orleans,NOH,New York,NYK
3496,200303190ORL,Miami,MIA,93,Orlando,ORL,109,Orlando,ORL,Miami,MIA
3497,200303190PHO,Utah,UTA,99,Phoenix,PHO,86,Utah,UTA,Phoenix,PHO
3498,200303190POR,Houston,HOU,83,Portland,POR,94,Portland,POR,Houston,HOU
3499,200303190TOR,Atlanta,ATL,86,Toronto,TOR,87,Toronto,TOR,Atlanta,ATL
3500,200303200DAL,San Antonio,SAS,112,Dallas,DAL,110,San Antonio,SAS,Dallas,DAL
3501,200303200DET,Philadelphia,PHI,85,Detroit,DET,113,Detroit,DET,Philadelphia,PHI
3502,200303200SAC,LA Lakers,LAL,99,Sacramento,SAC,107,Sacramento,SAC,LA Lakers,LAL
3503,200303210GSW,Houston,HOU,117,Golden State,GSW,107,Houston,HOU,Golden State,GSW
3504,200303210IND,Memphis,MEM,92,Indiana,IND,101,Indiana,IND,Memphis,MEM
3505,200303210LAL,Boston,BOS,96,LA Lakers,LAL,104,LA Lakers,LAL,Boston,BOS
3506,200303210MIA,Toronto,TOR,98,Miami,MIA,107,Miami,MIA,Toronto,TOR
3507,200303210NOH,Milwaukee,MIL,98,New Orleans,NOH,113,New Orleans,NOH,Milwaukee,MIL
3508,200303210NYK,Detroit,DET,93,New York,NYK,97,New York,NYK,Detroit,DET
3509,200303210ORL,Cleveland,CLE,85,Orlando,ORL,109,Orlando,ORL,Cleveland,CLE
3510,200303210PHI,Atlanta,ATL,114,Philadelphia,PHI,105,Atlanta,ATL,Philadelphia,PHI
3511,200303210PHO,Washington,WAS,83,Phoenix,PHO,109,Phoenix,PHO,Washington,WAS
3512,200303210SAS,Minnesota,MIN,101,San Antonio,SAS,94,Minnesota,MIN,San Antonio,SAS
3513,200303210SEA,Denver,DEN,99,Seattle,SEA,101,Seattle,SEA,Denver,DEN
3514,200303220ATL,Indiana,IND,89,Atlanta,ATL,92,Atlanta,ATL,Indiana,IND
3515,200303220CHI,New York,NYK,98,Chicago,CHI,100,Chicago,CHI,New York,NYK
3516,200303220DAL,Phoenix,PHO,95,Dallas,DAL,102,Dallas,DAL,Phoenix,PHO
3517,200303220DEN,Boston,BOS,80,Denver,DEN,90,Denver,DEN,Boston,BOS
3518,200303220MIL,New Orleans,NOH,85,Milwaukee,MIL,93,Milwaukee,MIL,New Orleans,NOH
3519,200303220NJN,Memphis,MEM,99,New Jersey,NJN,107,New Jersey,NJN,Memphis,MEM
3520,200303220POR,Sacramento,SAC,113,Portland,POR,104,Sacramento,SAC,Portland,POR
3521,200303220UTA,LA Clippers,LAC,73,Utah,UTA,88,Utah,UTA,LA Clippers,LAC
3522,200303230CLE,New Jersey,NJN,88,Cleveland,CLE,93,Cleveland,CLE,New Jersey,NJN
3523,200303230DET,Chicago,CHI,82,Detroit,DET,105,Detroit,DET,Chicago,CHI
3524,200303230GSW,Washington,WAS,107,Golden State,GSW,113,Golden State,GSW,Washington,WAS
3525,200303230MIA,Orlando,ORL,96,Miami,MIA,74,Orlando,ORL,Miami,MIA
3526,200303230SAC,Houston,HOU,108,Sacramento,SAC,109,Sacramento,SAC,Houston,HOU
3527,200303230SAS,LA Lakers,LAL,89,San Antonio,SAS,98,San Antonio,SAS,LA Lakers,LAL
3528,200303230TOR,Philadelphia,PHI,112,Toronto,TOR,95,Philadelphia,PHI,Toronto,TOR
3529,200303240DEN,Dallas,DAL,108,Denver,DEN,96,Dallas,DAL,Denver,DEN
3530,200303240LAC,Houston,HOU,108,LA Clippers,LAC,90,Houston,HOU,LA Clippers,LAC
3531,200303240NYK,Toronto,TOR,90,New York,NYK,100,New York,NYK,Toronto,TOR
3532,200303240ORL,Memphis,MEM,110,Orlando,ORL,104,Memphis,MEM,Orlando,ORL
3533,200303240PHO,Seattle,SEA,82,Phoenix,PHO,73,Seattle,SEA,Phoenix,PHO
3534,200303240UTA,Boston,BOS,91,Utah,UTA,96,Utah,UTA,Boston,BOS
3535,200303250ATL,LA Lakers,LAL,108,Atlanta,ATL,91,LA Lakers,LAL,Atlanta,ATL
3536,200303250CLE,Golden State,GSW,103,Cleveland,CLE,124,Cleveland,CLE,Golden State,GSW
3537,200303250MIN,Miami,MIA,91,Minnesota,MIN,108,Minnesota,MIN,Miami,MIA
3538,200303250POR,Washington,WAS,95,Portland,POR,91,Washington,WAS,Portland,POR
3539,200303250SAS,Milwaukee,MIL,94,San Antonio,SAS,107,San Antonio,SAS,Milwaukee,MIL
3540,200303260BOS,Golden State,GSW,107,Boston,BOS,95,Golden State,GSW,Boston,BOS
3541,200303260CHI,Miami,MIA,74,Chicago,CHI,82,Chicago,CHI,Miami,MIA
3542,200303260DEN,Milwaukee,MIL,103,Denver,DEN,108,Denver,DEN,Milwaukee,MIL
3543,200303260DET,Atlanta,ATL,99,Detroit,DET,102,Detroit,DET,Atlanta,ATL
3544,200303260HOU,LA Lakers,LAL,96,Houston,HOU,93,LA Lakers,LAL,Houston,HOU
3545,200303260IND,Philadelphia,PHI,91,Indiana,IND,85,Philadelphia,PHI,Indiana,IND
3546,200303260LAC,Dallas,DAL,114,LA Clippers,LAC,107,Dallas,DAL,LA Clippers,LAC
3547,200303260MEM,Phoenix,PHO,101,Memphis,MEM,99,Phoenix,PHO,Memphis,MEM
3548,200303260NJN,New York,NYK,95,New Jersey,NJN,101,New Jersey,NJN,New York,NYK
3549,200303260NOH,Orlando,ORL,97,New Orleans,NOH,95,Orlando,ORL,New Orleans,NOH
3550,200303260SEA,Washington,WAS,80,Seattle,SEA,74,Washington,WAS,Seattle,SEA
3551,200303260TOR,Cleveland,CLE,83,Toronto,TOR,89,Toronto,TOR,Cleveland,CLE
3552,200303260UTA,Portland,POR,85,Utah,UTA,94,Utah,UTA,Portland,POR
3553,200303270ORL,Minnesota,MIN,107,Orlando,ORL,110,Orlando,ORL,Minnesota,MIN
3554,200303270SAC,LA Clippers,LAC,83,Sacramento,SAC,93,Sacramento,SAC,LA Clippers,LAC
3555,200303270SAS,Houston,HOU,85,San Antonio,SAS,98,San Antonio,SAS,Houston,HOU
3556,200303280BOS,Cleveland,CLE,95,Boston,BOS,104,Boston,BOS,Cleveland,CLE
3557,200303280DET,Phoenix,PHO,94,Detroit,DET,91,Phoenix,PHO,Detroit,DET
3558,200303280IND,Chicago,CHI,89,Indiana,IND,140,Indiana,IND,Chicago,CHI
3559,200303280LAL,Washington,WAS,94,LA Lakers,LAL,108,LA Lakers,LAL,Washington,WAS
3560,200303280MIA,Minnesota,MIN,84,Miami,MIA,111,Miami,MIA,Minnesota,MIN
3561,200303280NYK,New Jersey,NJN,122,New York,NYK,101,New Jersey,NJN,New York,NYK
3562,200303280PHI,Golden State,GSW,102,Philadelphia,PHI,98,Golden State,GSW,Philadelphia,PHI
3563,200303280POR,Dallas,DAL,95,Portland,POR,112,Portland,POR,Dallas,DAL
3564,200303280SEA,Memphis,MEM,71,Seattle,SEA,95,Seattle,SEA,Memphis,MEM
3565,200303280TOR,New Orleans,NOH,101,Toronto,TOR,92,New Orleans,NOH,Toronto,TOR
3566,200303280UTA,Milwaukee,MIL,90,Utah,UTA,103,Utah,UTA,Milwaukee,MIL
3567,200303290ATL,Philadelphia,PHI,110,Atlanta,ATL,89,Philadelphia,PHI,Atlanta,ATL
3568,200303290CHI,Sacramento,SAC,107,Chicago,CHI,92,Sacramento,SAC,Chicago,CHI
3569,200303290CLE,Boston,BOS,110,Cleveland,CLE,106,Boston,BOS,Cleveland,CLE
3570,200303290HOU,Denver,DEN,89,Houston,HOU,102,Houston,HOU,Denver,DEN
3571,200303290NJN,Golden State,GSW,97,New Jersey,NJN,109,New Jersey,NJN,Golden State,GSW
3572,200303290SAS,Utah,UTA,81,San Antonio,SAS,101,San Antonio,SAS,Utah,UTA
3573,200303300DEN,Washington,WAS,72,Denver,DEN,88,Denver,DEN,Washington,WAS
3574,200303300DET,Sacramento,SAC,88,Detroit,DET,99,Detroit,DET,Sacramento,SAC
3575,200303300IND,Phoenix,PHO,81,Indiana,IND,92,Indiana,IND,Phoenix,PHO
3576,200303300LAC,Memphis,MEM,100,LA Clippers,LAC,102,LA Clippers,LAC,Memphis,MEM
3577,200303300MIL,Miami,MIA,87,Milwaukee,MIL,109,Milwaukee,MIL,Miami,MIA
3578,200303300MIN,Dallas,DAL,119,Minnesota,MIN,95,Dallas,DAL,Minnesota,MIN
3579,200303300NOH,San Antonio,SAS,92,New Orleans,NOH,90,San Antonio,SAS,New Orleans,NOH
3580,200303300SEA,LA Lakers,LAL,98,Seattle,SEA,119,Seattle,SEA,LA Lakers,LAL
3581,200303300TOR,New York,NYK,86,Toronto,TOR,95,Toronto,TOR,New York,NYK
3582,200303310LAL,Memphis,MEM,94,LA Lakers,LAL,110,LA Lakers,LAL,Memphis,MEM
3583,200303310MIA,Milwaukee,MIL,91,Miami,MIA,86,Milwaukee,MIL,Miami,MIA
3584,200303310NJN,Houston,HOU,86,New Jersey,NJN,110,New Jersey,NJN,Houston,HOU
3585,200303310ORL,Philadelphia,PHI,118,Orlando,ORL,113,Philadelphia,PHI,Orlando,ORL
3586,200304010CHI,Seattle,SEA,101,Chicago,CHI,94,Seattle,SEA,Chicago,CHI
3587,200304010DAL,New Orleans,NOH,86,Dallas,DAL,95,Dallas,DAL,New Orleans,NOH
3588,200304010IND,Sacramento,SAC,103,Indiana,IND,98,Sacramento,SAC,Indiana,IND
3589,200304010LAC,Utah,UTA,94,LA Clippers,LAC,89,Utah,UTA,LA Clippers,LAC
3590,200304010PHO,Denver,DEN,65,Phoenix,PHO,95,Phoenix,PHO,Denver,DEN
3591,200304010POR,Golden State,GSW,86,Portland,POR,100,Portland,POR,Golden State,GSW
3592,200304010SAS,Orlando,ORL,105,San Antonio,SAS,118,San Antonio,SAS,Orlando,ORL
3593,200304010TOR,Detroit,DET,92,Toronto,TOR,85,Detroit,DET,Toronto,TOR
3594,200304020BOS,Miami,MIA,62,Boston,BOS,90,Boston,BOS,Miami,MIA
3595,200304020CLE,Indiana,IND,103,Cleveland,CLE,82,Indiana,IND,Cleveland,CLE
3596,200304020DEN,New York,NYK,83,Denver,DEN,75,New York,NYK,Denver,DEN
3597,200304020DET,Toronto,TOR,89,Detroit,DET,78,Toronto,TOR,Detroit,DET
3598,200304020MEM,San Antonio,SAS,105,Memphis,MEM,87,San Antonio,SAS,Memphis,MEM
3599,200304020MIL,Houston,HOU,99,Milwaukee,MIL,106,Milwaukee,MIL,Houston,HOU
3600,200304020MIN,Seattle,SEA,86,Minnesota,MIN,91,Minnesota,MIN,Seattle,SEA
3601,200304020NOH,New Jersey,NJN,97,New Orleans,NOH,106,New Orleans,NOH,New Jersey,NJN
3602,200304020PHI,Chicago,CHI,101,Philadelphia,PHI,108,Philadelphia,PHI,Chicago,CHI
3603,200304020WAS,Sacramento,SAC,105,Washington,WAS,99,Sacramento,SAC,Washington,WAS
3604,200304030ATL,Washington,WAS,89,Atlanta,ATL,91,Atlanta,ATL,Washington,WAS
3605,200304030DAL,LA Lakers,LAL,100,Dallas,DAL,89,LA Lakers,LAL,Dallas,DAL
3606,200304030POR,Utah,UTA,93,Portland,POR,88,Utah,UTA,Portland,POR
3607,200304040BOS,Sacramento,SAC,93,Boston,BOS,92,Sacramento,SAC,Boston,BOS
3608,200304040DET,Indiana,IND,98,Detroit,DET,92,Indiana,IND,Detroit,DET
3609,200304040GSW,Portland,POR,122,Golden State,GSW,100,Portland,POR,Golden State,GSW
3610,200304040MEM,LA Lakers,LAL,102,Memphis,MEM,101,LA Lakers,LAL,Memphis,MEM
3611,200304040MIL,Cleveland,CLE,93,Milwaukee,MIL,95,Milwaukee,MIL,Cleveland,CLE
